英雄ID,星级,成长属性ID,上限等级,经验类型,可拥有专属天赋数量,专属天赋ID组,升星卡牌数,升星金币数,星级图标,星级名称,星级框体,星级光效,本命英雄升星卡牌消耗,本命英雄升星金币消耗
int,int,int,int,int,int,string,string,int,int,string,int,int,int,int
2,17,217,50,1,0,,2;30,2000,3,核晶强化体,3,3,,
2,18,218,50,1,0,,2;30,2000,3,核晶强化体,3,3,,
2,19,219,50,1,0,,2;100,18000,3,核晶强化体,3,3,,
2,20,220,50,1,0,,2;500,50000,4,星灵圣体,4,4,,
2,21,221,50,1,0,,2;500,50000,4,星灵圣体,4,4,,
2,22,222,50,1,0,,2;500,50000,4,星灵圣体,4,4,,
2,23,223,50,1,0,,2;500,50000,4,星灵圣体,4,4,,
2,24,224,50,1,0,,2;2000,200000,4,星灵圣体,4,4,,
2,25,225,50,1,0,,2;1000,100000,5,泰坦之躯,5,5,,
2,26,226,50,1,0,,2;1000,100000,5,泰坦之躯,5,5,,
2,27,227,50,1,0,,2;1000,100000,5,泰坦之躯,5,5,,
2,28,228,50,1,0,,2;1000,100000,5,泰坦之躯,5,5,,
2,29,229,50,1,0,,2;5000,500000,5,泰坦之躯,5,5,,
2,30,230,50,1,0,,2;5000,500000,6,星际毁灭者,6,6,,
3,1,301,5,1,0,,3;2,500,1,基因改造体,0,0,1,100
3,2,302,50,1,0,,3;5,500,1,基因改造体,0,0,1,100
3,3,303,50,1,0,,3;10,500,1,基因改造体,0,0,1,100
3,4,304,50,1,0,,3;20,5000,1,基因改造体,0,0,2,1000
3,5,305,50,1,0,,3;10,800,2,意识觉醒体,2,2,,
3,6,306,50,1,0,,3;10,800,2,意识觉醒体,2,2,,
3,7,307,50,1,0,,3;10,800,2,意识觉醒体,2,2,,
3,8,308,50,1,0,,3;10,800,2,意识觉醒体,2,2,,
3,9,309,50,1,0,,3;50,8000,2,意识觉醒体,2,2,,
3,10,310,50,1,0,,3;30,2000,3,核晶强化体,3,3,,
3,11,311,50,1,0,,3;30,2000,3,核晶强化体,3,3,,
3,12,312,50,1,0,,3;30,2000,3,核晶强化体,3,3,,
3,13,313,50,1,0,,3;30,2000,3,核晶强化体,3,3,,
3,14,314,50,1,0,,3;30,2000,3,核晶强化体,3,3,,
3,15,315,50,1,0,,3;30,2000,3,核晶强化体,3,3,,
3,16,316,50,1,0,,3;30,2000,3,核晶强化体,3,3,,
3,17,317,50,1,0,,3;30,2000,3,核晶强化体,3,3,,
3,18,318,50,1,0,,3;30,2000,3,核晶强化体,3,3,,
3,19,319,50,1,0,,3;100,18000,3,核晶强化体,3,3,,
3,20,320,50,1,0,,3;500,50000,4,星灵圣体,4,4,,
3,21,321,50,1,0,,3;500,50000,4,星灵圣体,4,4,,
3,22,322,50,1,0,,3;500,50000,4,星灵圣体,4,4,,
3,23,323,50,1,0,,3;500,50000,4,星灵圣体,4,4,,
3,24,324,50,1,0,,3;2000,200000,4,星灵圣体,4,4,,
3,25,325,50,1,0,,3;1000,100000,5,泰坦之躯,5,5,,
3,26,326,50,1,0,,3;1000,100000,5,泰坦之躯,5,5,,
3,27,327,50,1,0,,3;1000,100000,5,泰坦之躯,5,5,,
3,28,328,50,1,0,,3;1000,100000,5,泰坦之躯,5,5,,
3,29,329,50,1,0,,3;5000,500000,5,泰坦之躯,5,5,,
3,30,330,50,1,0,,3;5000,500000,6,星际毁灭者,6,6,,
4,1,401,5,1,0,,4;2,500,1,基因改造体,0,0,1,100
4,2,402,50,1,0,,4;5,500,1,基因改造体,0,0,1,100
4,3,403,50,1,0,,4;10,500,1,基因改造体,0,0,1,100
4,4,404,50,1,0,,4;20,5000,1,基因改造体,0,0,2,1000
4,5,405,50,1,0,,4;10,800,2,意识觉醒体,2,2,,
4,6,406,50,1,0,,4;10,800,2,意识觉醒体,2,2,,
4,7,407,50,1,0,,4;10,800,2,意识觉醒体,2,2,,
4,8,408,50,1,0,,4;10,800,2,意识觉醒体,2,2,,
4,9,409,50,1,0,,4;50,8000,2,意识觉醒体,2,2,,
4,10,410,50,1,0,,4;30,2000,3,核晶强化体,3,3,,
4,11,411,50,1,0,,4;30,2000,3,核晶强化体,3,3,,
4,12,412,50,1,0,,4;30,2000,3,核晶强化体,3,3,,
4,13,413,50,1,0,,4;30,2000,3,核晶强化体,3,3,,
4,14,414,50,1,0,,4;30,2000,3,核晶强化体,3,3,,
4,15,415,50,1,0,,4;30,2000,3,核晶强化体,3,3,,
4,16,416,50,1,0,,4;30,2000,3,核晶强化体,3,3,,
4,17,417,50,1,0,,4;30,2000,3,核晶强化体,3,3,,
4,18,418,50,1,0,,4;30,2000,3,核晶强化体,3,3,,
4,19,419,50,1,0,,4;100,18000,3,核晶强化体,3,3,,
4,20,420,50,1,0,,4;500,50000,4,星灵圣体,4,4,,
4,21,421,50,1,0,,4;500,50000,4,星灵圣体,4,4,,
4,22,422,50,1,0,,4;500,50000,4,星灵圣体,4,4,,
4,23,423,50,1,0,,4;500,50000,4,星灵圣体,4,4,,
4,24,424,50,1,0,,4;2000,200000,4,星灵圣体,4,4,,
4,25,425,50,1,0,,4;1000,100000,5,泰坦之躯,5,5,,
4,26,426,50,1,0,,4;1000,100000,5,泰坦之躯,5,5,,
4,27,427,50,1,0,,4;1000,100000,5,泰坦之躯,5,5,,
4,28,428,50,1,0,,4;1000,100000,5,泰坦之躯,5,5,,
4,29,429,50,1,0,,4;5000,500000,5,泰坦之躯,5,5,,
4,30,430,50,1,0,,4;5000,500000,6,星际毁灭者,6,6,,
5,1,501,5,1,0,,5;2,500,1,基因改造体,0,0,1,100
5,2,502,50,1,0,,5;5,500,1,基因改造体,0,0,1,100
5,3,503,50,1,0,,5;10,500,1,基因改造体,0,0,1,100
5,4,504,50,1,0,,5;20,5000,1,基因改造体,0,0,2,1000
5,5,505,50,1,0,,5;10,800,2,意识觉醒体,2,2,,
5,6,506,50,1,0,,5;10,800,2,意识觉醒体,2,2,,
5,7,507,50,1,0,,5;10,800,2,意识觉醒体,2,2,,
5,8,508,50,1,0,,5;10,800,2,意识觉醒体,2,2,,
5,9,509,50,1,0,,5;50,8000,2,意识觉醒体,2,2,,
5,10,510,50,1,0,,5;30,2000,3,核晶强化体,3,3,,
5,11,511,50,1,0,,5;30,2000,3,核晶强化体,3,3,,
5,12,512,50,1,0,,5;30,2000,3,核晶强化体,3,3,,
5,13,513,50,1,0,,5;30,2000,3,核晶强化体,3,3,,
5,14,514,50,1,0,,5;30,2000,3,核晶强化体,3,3,,
5,15,515,50,1,0,,5;30,2000,3,核晶强化体,3,3,,
5,16,516,50,1,0,,5;30,2000,3,核晶强化体,3,3,,
5,17,517,50,1,0,,5;30,2000,3,核晶强化体,3,3,,
5,18,518,50,1,0,,5;30,2000,3,核晶强化体,3,3,,
5,19,519,50,1,0,,5;100,18000,3,核晶强化体,3,3,,
5,20,520,50,1,0,,5;500,50000,4,星灵圣体,4,4,,
5,21,521,50,1,0,,5;500,50000,4,星灵圣体,4,4,,
5,22,522,50,1,0,,5;500,50000,4,星灵圣体,4,4,,
5,23,523,50,1,0,,5;500,50000,4,星灵圣体,4,4,,
5,24,524,50,1,0,,5;2000,200000,4,星灵圣体,4,4,,
5,25,525,50,1,0,,5;1000,100000,5,泰坦之躯,5,5,,
5,26,526,50,1,0,,5;1000,100000,5,泰坦之躯,5,5,,
5,27,527,50,1,0,,5;1000,100000,5,泰坦之躯,5,5,,
5,28,528,50,1,0,,5;1000,100000,5,泰坦之躯,5,5,,
5,29,529,50,1,0,,5;5000,500000,5,泰坦之躯,5,5,,
5,30,530,50,1,0,,5;5000,500000,6,星际毁灭者,6,6,,
6,1,601,5,1,0,,6;2,500,1,基因改造体,0,0,1,100
6,2,602,50,1,0,,6;5,500,1,基因改造体,0,0,1,100
6,3,603,50,1,0,,6;10,500,1,基因改造体,0,0,1,100
6,4,604,50,1,0,,6;20,5000,1,基因改造体,0,0,2,1000
6,5,605,50,1,0,,6;10,800,2,意识觉醒体,2,2,,
6,6,606,50,1,0,,6;10,800,2,意识觉醒体,2,2,,
6,7,607,50,1,0,,6;10,800,2,意识觉醒体,2,2,,
6,8,608,50,1,0,,6;10,800,2,意识觉醒体,2,2,,
6,9,609,50,1,0,,6;50,8000,2,意识觉醒体,2,2,,
6,10,610,50,1,0,,6;30,2000,3,核晶强化体,3,3,,
6,11,611,50,1,0,,6;30,2000,3,核晶强化体,3,3,,
6,12,612,50,1,0,,6;30,2000,3,核晶强化体,3,3,,
6,13,613,50,1,0,,6;30,2000,3,核晶强化体,3,3,,
6,14,614,50,1,0,,6;30,2000,3,核晶强化体,3,3,,
6,15,615,50,1,0,,6;30,2000,3,核晶强化体,3,3,,
6,16,616,50,1,0,,6;30,2000,3,核晶强化体,3,3,,
6,17,617,50,1,0,,6;30,2000,3,核晶强化体,3,3,,
6,18,618,50,1,0,,6;30,2000,3,核晶强化体,3,3,,
6,19,619,50,1,0,,6;100,18000,3,核晶强化体,3,3,,
6,20,620,50,1,0,,6;500,50000,4,星灵圣体,4,4,,
6,21,621,50,1,0,,6;500,50000,4,星灵圣体,4,4,,
6,22,622,50,1,0,,6;500,50000,4,星灵圣体,4,4,,
6,23,623,50,1,0,,6;500,50000,4,星灵圣体,4,4,,
6,24,624,50,1,0,,6;2000,200000,4,星灵圣体,4,4,,
6,25,625,50,1,0,,6;1000,100000,5,泰坦之躯,5,5,,
6,26,626,50,1,0,,6;1000,100000,5,泰坦之躯,5,5,,
6,27,627,50,1,0,,6;1000,100000,5,泰坦之躯,5,5,,
6,28,628,50,1,0,,6;1000,100000,5,泰坦之躯,5,5,,
6,29,629,50,1,0,,6;5000,500000,5,泰坦之躯,5,5,,
6,30,630,50,1,0,,6;5000,500000,6,星际毁灭者,6,6,,
7,1,701,5,1,0,,7;2,500,1,基因改造体,0,0,1,100
7,2,702,50,1,0,,7;5,500,1,基因改造体,0,0,1,100
7,3,703,50,1,0,,7;10,500,1,基因改造体,0,0,1,100
7,4,704,50,1,0,,7;20,5000,1,基因改造体,0,0,2,1000
7,5,705,50,1,0,,7;10,800,2,意识觉醒体,2,2,,
7,6,706,50,1,0,,7;10,800,2,意识觉醒体,2,2,,
7,7,707,50,1,0,,7;10,800,2,意识觉醒体,2,2,,
7,8,708,50,1,0,,7;10,800,2,意识觉醒体,2,2,,
7,9,709,50,1,0,,7;50,8000,2,意识觉醒体,2,2,,
7,10,710,50,1,0,,7;30,2000,3,核晶强化体,3,3,,
7,11,711,50,1,0,,7;30,2000,3,核晶强化体,3,3,,
7,12,712,50,1,0,,7;30,2000,3,核晶强化体,3,3,,
7,13,713,50,1,0,,7;30,2000,3,核晶强化体,3,3,,
7,14,714,50,1,0,,7;30,2000,3,核晶强化体,3,3,,
7,15,715,50,1,0,,7;30,2000,3,核晶强化体,3,3,,
7,16,716,50,1,0,,7;30,2000,3,核晶强化体,3,3,,
7,17,717,50,1,0,,7;30,2000,3,核晶强化体,3,3,,
7,18,718,50,1,0,,7;30,2000,3,核晶强化体,3,3,,
7,19,719,50,1,0,,7;100,18000,3,核晶强化体,3,3,,
7,20,720,50,1,0,,7;500,50000,4,星灵圣体,4,4,,
7,21,721,50,1,0,,7;500,50000,4,星灵圣体,4,4,,
7,22,722,50,1,0,,7;500,50000,4,星灵圣体,4,4,,
7,23,723,50,1,0,,7;500,50000,4,星灵圣体,4,4,,
7,24,724,50,1,0,,7;2000,200000,4,星灵圣体,4,4,,
7,25,725,50,1,0,,7;1000,100000,5,泰坦之躯,5,5,,
7,26,726,50,1,0,,7;1000,100000,5,泰坦之躯,5,5,,
7,27,727,50,1,0,,7;1000,100000,5,泰坦之躯,5,5,,
7,28,728,50,1,0,,7;1000,100000,5,泰坦之躯,5,5,,
7,29,729,50,1,0,,7;5000,500000,5,泰坦之躯,5,5,,
7,30,730,50,1,0,,7;5000,500000,6,星际毁灭者,6,6,,
8,1,801,5,1,0,,8;2,500,1,基因改造体,0,0,1,100
8,2,802,50,1,0,,8;5,500,1,基因改造体,0,0,1,100
8,3,803,50,1,0,,8;10,500,1,基因改造体,0,0,1,100
8,4,804,50,1,0,,8;20,5000,1,基因改造体,0,0,2,1000
8,5,805,50,1,0,,8;10,800,2,意识觉醒体,2,2,,
8,6,806,50,1,0,,8;10,800,2,意识觉醒体,2,2,,
8,7,807,50,1,0,,8;10,800,2,意识觉醒体,2,2,,
8,8,808,50,1,0,,8;10,800,2,意识觉醒体,2,2,,
8,9,809,50,1,0,,8;50,8000,2,意识觉醒体,2,2,,
8,10,810,50,1,0,,8;30,2000,3,核晶强化体,3,3,,
8,11,811,50,1,0,,8;30,2000,3,核晶强化体,3,3,,
8,12,812,50,1,0,,8;30,2000,3,核晶强化体,3,3,,
8,13,813,50,1,0,,8;30,2000,3,核晶强化体,3,3,,
8,14,814,50,1,0,,8;30,2000,3,核晶强化体,3,3,,
8,15,815,50,1,0,,8;30,2000,3,核晶强化体,3,3,,
8,16,816,50,1,0,,8;30,2000,3,核晶强化体,3,3,,
8,17,817,50,1,0,,8;30,2000,3,核晶强化体,3,3,,
8,18,818,50,1,0,,8;30,2000,3,核晶强化体,3,3,,
8,19,819,50,1,0,,8;100,18000,3,核晶强化体,3,3,,
8,20,820,50,1,0,,8;500,50000,4,星灵圣体,4,4,,
8,21,821,50,1,0,,8;500,50000,4,星灵圣体,4,4,,
8,22,822,50,1,0,,8;500,50000,4,星灵圣体,4,4,,
8,23,823,50,1,0,,8;500,50000,4,星灵圣体,4,4,,
8,24,824,50,1,0,,8;2000,200000,4,星灵圣体,4,4,,
8,25,825,50,1,0,,8;1000,100000,5,泰坦之躯,5,5,,
8,26,826,50,1,0,,8;1000,100000,5,泰坦之躯,5,5,,
8,27,827,50,1,0,,8;1000,100000,5,泰坦之躯,5,5,,
8,28,828,50,1,0,,8;1000,100000,5,泰坦之躯,5,5,,
8,29,829,50,1,0,,8;5000,500000,5,泰坦之躯,5,5,,
8,30,830,50,1,0,,8;5000,500000,6,星际毁灭者,6,6,,
9,1,901,5,1,0,,9;2,500,1,基因改造体,0,0,1,100
9,2,902,50,1,0,,9;5,500,1,基因改造体,0,0,1,100
9,3,903,50,1,0,,9;10,500,1,基因改造体,0,0,1,100
9,4,904,50,1,0,,9;20,5000,1,基因改造体,0,0,2,1000
9,5,905,50,1,0,,9;10,800,2,意识觉醒体,2,2,,
9,6,906,50,1,0,,9;10,800,2,意识觉醒体,2,2,,
9,7,907,50,1,0,,9;10,800,2,意识觉醒体,2,2,,
9,8,908,50,1,0,,9;10,800,2,意识觉醒体,2,2,,
9,9,909,50,1,0,,9;50,8000,2,意识觉醒体,2,2,,
9,10,910,50,1,0,,9;30,2000,3,核晶强化体,3,3,,
9,11,911,50,1,0,,9;30,2000,3,核晶强化体,3,3,,
9,12,912,50,1,0,,9;30,2000,3,核晶强化体,3,3,,
9,13,913,50,1,0,,9;30,2000,3,核晶强化体,3,3,,
9,14,914,50,1,0,,9;30,2000,3,核晶强化体,3,3,,
9,15,915,50,1,0,,9;30,2000,3,核晶强化体,3,3,,
9,16,916,50,1,0,,9;30,2000,3,核晶强化体,3,3,,
9,17,917,50,1,0,,9;30,2000,3,核晶强化体,3,3,,
9,18,918,50,1,0,,9;30,2000,3,核晶强化体,3,3,,
9,19,919,50,1,0,,9;100,18000,3,核晶强化体,3,3,,
9,20,920,50,1,0,,9;500,50000,4,星灵圣体,4,4,,
9,21,921,50,1,0,,9;500,50000,4,星灵圣体,4,4,,
9,22,922,50,1,0,,9;500,50000,4,星灵圣体,4,4,,
9,23,923,50,1,0,,9;500,50000,4,星灵圣体,4,4,,
9,24,924,50,1,0,,9;2000,200000,4,星灵圣体,4,4,,
9,25,925,50,1,0,,9;1000,100000,5,泰坦之躯,5,5,,
9,26,926,50,1,0,,9;1000,100000,5,泰坦之躯,5,5,,
9,27,927,50,1,0,,9;1000,100000,5,泰坦之躯,5,5,,
9,28,928,50,1,0,,9;1000,100000,5,泰坦之躯,5,5,,
9,29,929,50,1,0,,9;5000,500000,5,泰坦之躯,5,5,,
9,30,930,50,1,0,,9;5000,500000,6,星际毁灭者,6,6,,
10,1,1001,5,1,0,,10;2,500,1,基因改造体,0,0,1,100
10,2,1002,50,1,0,,10;5,500,1,基因改造体,0,0,1,100
10,3,1003,50,1,0,,10;10,500,1,基因改造体,0,0,1,100
10,4,1004,50,1,0,,10;20,5000,1,基因改造体,0,0,2,1000
10,5,1005,50,1,0,,10;10,800,2,意识觉醒体,2,2,,
10,6,1006,50,1,0,,10;10,800,2,意识觉醒体,2,2,,
10,7,1007,50,1,0,,10;10,800,2,意识觉醒体,2,2,,
10,8,1008,50,1,0,,10;10,800,2,意识觉醒体,2,2,,
10,9,1009,50,1,0,,10;50,8000,2,意识觉醒体,2,2,,
10,10,1010,50,1,0,,10;30,2000,3,核晶强化体,3,3,,
10,11,1011,50,1,0,,10;30,2000,3,核晶强化体,3,3,,
10,12,1012,50,1,0,,10;30,2000,3,核晶强化体,3,3,,
10,13,1013,50,1,0,,10;30,2000,3,核晶强化体,3,3,,
10,14,1014,50,1,0,,10;30,2000,3,核晶强化体,3,3,,
10,15,1015,50,1,0,,10;30,2000,3,核晶强化体,3,3,,
10,16,1016,50,1,0,,10;30,2000,3,核晶强化体,3,3,,
10,17,1017,50,1,0,,10;30,2000,3,核晶强化体,3,3,,
10,18,1018,50,1,0,,10;30,2000,3,核晶强化体,3,3,,
10,19,1019,50,1,0,,10;100,18000,3,核晶强化体,3,3,,
10,20,1020,50,1,0,,10;500,50000,4,星灵圣体,4,4,,
10,21,1021,50,1,0,,10;500,50000,4,星灵圣体,4,4,,
10,22,1022,50,1,0,,10;500,50000,4,星灵圣体,4,4,,
10,23,1023,50,1,0,,10;500,50000,4,星灵圣体,4,4,,
10,24,1024,50,1,0,,10;2000,200000,4,星灵圣体,4,4,,
10,25,1025,50,1,0,,10;1000,100000,5,泰坦之躯,5,5,,
10,26,1026,50,1,0,,10;1000,100000,5,泰坦之躯,5,5,,
10,27,1027,50,1,0,,10;1000,100000,5,泰坦之躯,5,5,,
10,28,1028,50,1,0,,10;1000,100000,5,泰坦之躯,5,5,,
10,29,1029,50,1,0,,10;5000,500000,5,泰坦之躯,5,5,,
10,30,1030,50,1,0,,10;5000,500000,6,星际毁灭者,6,6,,
11,1,1101,5,1,0,,11;2,500,1,基因改造体,0,0,1,100
11,2,1102,50,1,0,,11;5,500,1,基因改造体,0,0,1,100
11,3,1103,50,1,0,,11;10,500,1,基因改造体,0,0,1,100
11,4,1104,50,1,0,,11;20,5000,1,基因改造体,0,0,2,1000
11,5,1105,50,1,0,,11;10,800,2,意识觉醒体,2,2,,
11,6,1106,50,1,0,,11;10,800,2,意识觉醒体,2,2,,
11,7,1107,50,1,0,,11;10,800,2,意识觉醒体,2,2,,
11,8,1108,50,1,0,,11;10,800,2,意识觉醒体,2,2,,
11,9,1109,50,1,0,,11;50,8000,2,意识觉醒体,2,2,,
11,10,1110,50,1,0,,11;30,2000,3,核晶强化体,3,3,,
11,11,1111,50,1,0,,11;30,2000,3,核晶强化体,3,3,,
11,12,1112,50,1,0,,11;30,2000,3,核晶强化体,3,3,,
11,13,1113,50,1,0,,11;30,2000,3,核晶强化体,3,3,,
11,14,1114,50,1,0,,11;30,2000,3,核晶强化体,3,3,,
11,15,1115,50,1,0,,11;30,2000,3,核晶强化体,3,3,,
11,16,1116,50,1,0,,11;30,2000,3,核晶强化体,3,3,,
11,17,1117,50,1,0,,11;30,2000,3,核晶强化体,3,3,,
11,18,1118,50,1,0,,11;30,2000,3,核晶强化体,3,3,,
11,19,1119,50,1,0,,11;100,18000,3,核晶强化体,3,3,,
11,20,1120,50,1,0,,11;500,50000,4,星灵圣体,4,4,,
11,21,1121,50,1,0,,11;500,50000,4,星灵圣体,4,4,,
11,22,1122,50,1,0,,11;500,50000,4,星灵圣体,4,4,,
11,23,1123,50,1,0,,11;500,50000,4,星灵圣体,4,4,,
11,24,1124,50,1,0,,11;2000,200000,4,星灵圣体,4,4,,
11,25,1125,50,1,0,,11;1000,100000,5,泰坦之躯,5,5,,
11,26,1126,50,1,0,,11;1000,100000,5,泰坦之躯,5,5,,
11,27,1127,50,1,0,,11;1000,100000,5,泰坦之躯,5,5,,
11,28,1128,50,1,0,,11;1000,100000,5,泰坦之躯,5,5,,
11,29,1129,50,1,0,,11;5000,500000,5,泰坦之躯,5,5,,
11,30,1130,50,1,0,,11;5000,500000,6,星际毁灭者,6,6,,
12,1,1201,5,1,0,,12;2,500,1,基因改造体,0,0,1,100
12,2,1202,50,1,0,,12;5,500,1,基因改造体,0,0,1,100
12,3,1203,50,1,0,,12;10,500,1,基因改造体,0,0,1,100
12,4,1204,50,1,0,,12;20,5000,1,基因改造体,0,0,2,1000
12,5,1205,50,1,0,,12;10,800,2,意识觉醒体,2,2,,
12,6,1206,50,1,0,,12;10,800,2,意识觉醒体,2,2,,
12,7,1207,50,1,0,,12;10,800,2,意识觉醒体,2,2,,
12,8,1208,50,1,0,,12;10,800,2,意识觉醒体,2,2,,
12,9,1209,50,1,0,,12;50,8000,2,意识觉醒体,2,2,,
12,10,1210,50,1,0,,12;30,2000,3,核晶强化体,3,3,,
12,11,1211,50,1,0,,12;30,2000,3,核晶强化体,3,3,,
12,12,1212,50,1,0,,12;30,2000,3,核晶强化体,3,3,,
12,13,1213,50,1,0,,12;30,2000,3,核晶强化体,3,3,,
12,14,1214,50,1,0,,12;30,2000,3,核晶强化体,3,3,,
12,15,1215,50,1,0,,12;30,2000,3,核晶强化体,3,3,,
12,16,1216,50,1,0,,12;30,2000,3,核晶强化体,3,3,,
12,17,1217,50,1,0,,12;30,2000,3,核晶强化体,3,3,,
12,18,1218,50,1,0,,12;30,2000,3,核晶强化体,3,3,,
12,19,1219,50,1,0,,12;100,18000,3,核晶强化体,3,3,,
12,20,1220,50,1,0,,12;500,50000,4,星灵圣体,4,4,,
12,21,1221,50,1,0,,12;500,50000,4,星灵圣体,4,4,,
12,22,1222,50,1,0,,12;500,50000,4,星灵圣体,4,4,,
12,23,1223,50,1,0,,12;500,50000,4,星灵圣体,4,4,,
12,24,1224,50,1,0,,12;2000,200000,4,星灵圣体,4,4,,
12,25,1225,50,1,0,,12;1000,100000,5,泰坦之躯,5,5,,
12,26,1226,50,1,0,,12;1000,100000,5,泰坦之躯,5,5,,
12,27,1227,50,1,0,,12;1000,100000,5,泰坦之躯,5,5,,
12,28,1228,50,1,0,,12;1000,100000,5,泰坦之躯,5,5,,
12,29,1229,50,1,0,,12;5000,500000,5,泰坦之躯,5,5,,
12,30,1230,50,1,0,,12;5000,500000,6,星际毁灭者,6,6,,
13,1,1301,5,1,0,,13;2,500,1,基因改造体,0,0,1,100
13,2,1302,50,1,0,,13;5,500,1,基因改造体,0,0,1,100
13,3,1303,50,1,0,,13;10,500,1,基因改造体,0,0,1,100
13,4,1304,50,1,0,,13;20,5000,1,基因改造体,0,0,2,1000
13,5,1305,50,1,0,,13;10,800,2,意识觉醒体,2,2,,
13,6,1306,50,1,0,,13;10,800,2,意识觉醒体,2,2,,
13,7,1307,50,1,0,,13;10,800,2,意识觉醒体,2,2,,
13,8,1308,50,1,0,,13;10,800,2,意识觉醒体,2,2,,
13,9,1309,50,1,0,,13;50,8000,2,意识觉醒体,2,2,,
13,10,1310,50,1,0,,13;30,2000,3,核晶强化体,3,3,,
13,11,1311,50,1,0,,13;30,2000,3,核晶强化体,3,3,,
13,12,1312,50,1,0,,13;30,2000,3,核晶强化体,3,3,,
13,13,1313,50,1,0,,13;30,2000,3,核晶强化体,3,3,,
13,14,1314,50,1,0,,13;30,2000,3,核晶强化体,3,3,,
13,15,1315,50,1,0,,13;30,2000,3,核晶强化体,3,3,,
13,16,1316,50,1,0,,13;30,2000,3,核晶强化体,3,3,,
13,17,1317,50,1,0,,13;30,2000,3,核晶强化体,3,3,,
13,18,1318,50,1,0,,13;30,2000,3,核晶强化体,3,3,,
13,19,1319,50,1,0,,13;100,18000,3,核晶强化体,3,3,,
13,20,1320,50,1,0,,13;500,50000,4,星灵圣体,4,4,,
13,21,1321,50,1,0,,13;500,50000,4,星灵圣体,4,4,,
13,22,1322,50,1,0,,13;500,50000,4,星灵圣体,4,4,,
13,23,1323,50,1,0,,13;500,50000,4,星灵圣体,4,4,,
