area,subarea,colorr,colorg,colorb,bmp_minx,bmp_minz,bmp_maxx,bmp_maxz,minx,minz,maxx,maxz,convex
3,0,0,64,0,-129.6771,-130.6888,128.3571,130.6411,-15.43084,114.3913,-9.58739,118.7617,{921.2385|92.88857};{913.8505|93.63757};{910.614|95.21758};{910.1768|96.02164};{907.7418|108.0614};{910.2814|120.5083};{910.8923|121.4957};{914.2832|124.0689};{914.71|124.3696};{936.2733|126.1087};{945.7991|122.7605};{946.3163|122.5779};{949.4481|121.131};{949.7376|120.6464};{952.0841|108.6573};{951.9164|107.8127};{948.6741|99.91555};{948.0745|99.09409};{942.9008|95.72604};{934.7594|92.43339};
3,1,0,64,0,-129.6771,-130.6888,128.3571,130.6411,-10.88173,114.391,-5.165583,118.7625,{956.6337|92.88834};{949.6158|93.63673};{946.2966|95.21747};{945.8622|96.02158};{943.0975|108.0628};{945.9392|120.5083};{946.5569|121.4957};{949.6326|124.0696};{950.0547|124.3703};{971.6871|126.1068};{981.1937|122.7575};{981.7063|122.575};{985.1198|121.1266};{985.4074|120.642};{987.9915|108.6517};{987.8202|107.8071};{984.0948|99.91214};{983.4789|99.09081};{978.2703|95.72347};{970.2263|92.43136};
3,2,0,64,0,-129.6771,-130.6888,128.3571,130.6411,-20.15074,114.4034,-13.90996,118.7534,{886.3326|92.84444};{877.6119|93.63481};{874.7725|95.203};{874.3339|96.00718};{872.5135|108.7743};{874.5732|120.4898};{875.1456|121.4783};{876.58|122.7357};{877.3939|123.2839};{880.17|124.3149};{881.7357|124.4583};{901.0284|126.0737};{910.9628|122.5453};{912.9036|121.1345};{913.1943|120.6498};{915.7189|111.5148};{914.5366|105.6084};{913.1269|99.88853};{912.6031|99.0648};{907.6686|95.68987};{899.2964|92.40504};
4,0,0,64,64,-129.6771,-130.6888,128.3571,130.6411,-43.12375,94.33202,-37.21032,98.7222,{701.9907|249.9226};{694.4366|250.593};{691.2219|252.1393};{690.7751|252.9387};{688.3585|264.9533};{690.63|277.4251};{691.2269|278.419};{694.7269|281.0285};{695.1523|281.3336};{716.6517|283.2983};{726.2153|280.0502};{726.7361|279.873};{729.757|278.4581};{730.0524|277.9766};{732.4207|266.012};{732.2638|265.1657};{729.3213|257.2365};{728.738|256.4088};{723.6192|252.9869};{715.4756|249.6088};
4,1,0,64,64,-129.6771,-130.6888,128.3571,130.6411,-38.86254,93.8455,-32.51854,99.01167,{728.4326|252.7414};{725.4698|254.7934};{725.0989|255.6227};{724.1627|268.547};{727.2883|279.9357};{727.9675|280.8427};{732.0054|283.8304};{732.461|284.1007};{753.9209|283.7184};{763.6342|279.3725};{766.2166|276.9924};{766.4664|276.4907};{767.4519|263.8419};{767.22|263.0288};{764.0384|256.6379};{763.3977|255.9164};{758.0287|253.1281};{749.5277|250.3698};
5,0,0,64,128,-129.6771,-130.6888,128.3571,130.6411,-61.6442,79.62457,-54.41791,87.02983,{571.9003|348.0886};{570.8926|348.2424};{567.1285|350.3662};{552.3469|362.3605};{549.0745|368.051};{546.1771|373.9298};{546.301|374.4785};{552.889|383.9767};{553.5958|384.4867};{561.4185|389.5211};{562.4244|389.7658};{568.532|388.8667};{576.7568|385.5336};{586.3126|376.4324};{591.1959|369.8422};{592.4639|366.8013};{592.2267|365.9208};{585.6666|356.6097};{584.6151|355.4335};{575.205|348.3747};{574.0757|348.0462};
5,1,0,64,128,-129.6771,-130.6888,128.3571,130.6411,-58.28139,81.3962,-50.95662,89.00721,{590.6677|333.7317};{579.5162|338.5312};{579.0145|339.235};{576.7694|350.0948};{576.6126|351.1604};{577.7045|357.1222};{580.4619|364.0875};{590.111|373.3245};{596.49|376.1619};{598.1436|376.844};{599.0249|376.5775};{610.5437|372.4509};{613.5043|368.7036};{618.0618|361.2266};{618.0081|357.3898};{617.9569|356.9354};{615.1796|352.7433};{604.5259|340.8691};{596.4209|335.2707};{595.3594|334.8072};{591.2158|333.5872};
5,2,0,64,128,-129.6771,-130.6888,128.3571,130.6411,-56.08443,69.45909,-49.31057,76.60109,{612.407|430.1454};{606.678|432.5516};{599.4375|437.3277};{592.2723|448.7419};{589.0046|454.9197};{588.4922|458.523};{588.9281|459.3263};{597.5332|468.2846};{609.5929|472.8642};{610.7676|472.9055};{614.6437|471.8098};{615.1313|471.6302};{628.6094|454.8332};{631.0692|445.1673};{631.2001|444.645};{631.8763|441.0379};{631.6279|440.5325};{622.9654|431.7509};{622.1589|431.4224};{613.4407|430.0959};
5,3,0,64,128,-129.6771,-130.6888,128.3571,130.6411,-58.88896,71.17059,-52.29554,78.26124,{587.9905|416.8853};{582.4456|419.6803};{575.5602|424.9436};{569.2191|436.8236};{566.3959|443.2115};{566.1393|446.8414};{566.6309|447.6127};{575.8482|455.9562};{588.202|459.6938};{589.3768|459.6541};{593.166|458.2941};{593.6398|458.0813};{605.898|440.3966};{607.6688|430.5849};{607.7625|430.0548};{608.1821|426.4099};{607.8987|425.9229};{598.6367|417.7594};{597.809|417.4873};{589.0183|416.7648};
5,4,0,64,128,-129.6771,-130.6888,128.3571,130.6411,-57.37957,74.70385,-52.26153,80.84507,{589.9573|391.5736};{583.0195|396.1414};{582.2796|396.8368};{579.4932|402.3176};{576.9201|410.5579};{578.9193|423.857};{579.959|430.6208};{582.0056|433.7166};{582.8569|434.0555};{595.6696|435.5021};{607.5027|431.3294};{608.7213|430.5739};{611.0739|427.3543};{611.3368|426.9079};{610.6884|405.4808};{606.0981|396.033};{603.9266|392.8073};{603.4109|392.5777};{590.7837|391.3135};
5,5,0,64,128,-129.6771,-130.6888,128.3571,130.6411,-55.58113,77.77883,-49.1031,85.27062,{605.0485|364.461};{595.15|371.2736};{594.4899|372.2025};{593.9805|374.0038};{593.828|374.9618};{593.9099|377.9388};{601.2275|397.3031};{608.6966|404.6853};{610.9274|405.7794};{611.4954|405.834};{620.7386|404.3037};{625.7139|400.7227};{630.4186|397.0183};{630.9446|396.2041};{631.9209|390.3727};{631.3978|381.4895};{625.4328|370.1076};{621.1265|362.5984};{618.444|360.739};{617.5199|360.6872};
5,6,0,64,128,-129.6771,-130.6888,128.3571,130.6411,-59.35753,77.20826,-52.57687,84.71346,{586.5919|364.7999};{574.5245|369.7048};{565.2772|377.3173};{564.7073|378.312};{564.3845|380.2397};{564.3233|381.2209};{564.5959|383.8156};{573.7044|402.6682};{581.8298|409.4054};{584.2138|410.5735};{584.7846|410.5776};{593.736|407.7209};{596.0641|405.8802};{596.7249|405.3222};{598.3947|403.8506};{602.7711|399.8741};{603.2161|398.9972};{603.6393|393.0327};{602.312|384.2607};{595.2934|373.2938};{590.3808|366.4804};{587.517|364.7695};
5,7,0,64,128,-129.6771,-130.6888,128.3571,130.6411,-53.7314,74.22264,-49.04582,80.11694,{610.769|398.1679};{609.7343|398.7308};{608.2615|400.5188};{607.6584|401.3505};{607.1846|402.0979};{606.4423|405.1906};{604.3542|423.3473};{606.301|430.913};{608.3686|436.7878};{608.8477|437.0942};{620.4529|440.1583};{621.3185|440.0287};{630.2176|436.7902};{631.0996|436.2228};{634.7858|431.2448};{638.3131|423.4461};{638.5745|410.0273};{637.5464|403.0136};{636.2314|399.6792};{635.4351|399.2133};{623.9326|395.9827};
6,0,0,64,192,-129.6771,-130.6888,128.3571,130.6411,13.84677,39.28875,20.03268,46.21465,{1154.697|667.4703};{1153.969|667.9453};{1147.968|674.3285};{1147.429|675.2014};{1146.234|681.2342};{1146.178|689.8318};{1151.731|702.0906};{1155.078|708.2267};{1157.812|710.6664};{1158.73|710.7606};{1171.068|708.7499};{1181.671|701.4596};{1182.365|700.5225};{1183.62|696.7393};{1183.743|696.2399};{1177.217|675.8015};{1170.492|668.3698};{1170.127|667.9698};{1167.482|665.394};{1166.919|665.3137};
6,1,0,64,192,-129.6771,-130.6888,128.3571,130.6411,12.21177,43.2916,18.38763,50.21231,{1141.737|636.0963};{1141.008|636.5693};{1134.989|642.936};{1134.448|643.8074};{1133.236|649.8369};{1133.156|658.4344};{1138.674|670.7084};{1142.004|676.8536};{1144.731|679.3008};{1145.649|679.3975};{1157.992|677.4208};{1168.616|670.1597};{1169.312|669.2244};{1170.578|665.4447};{1170.702|664.9457};{1164.234|644.4894};{1157.53|637.0392};{1157.166|636.6383};{1154.528|634.0552};{1153.965|633.9733};
7,0,0,128,0,-129.6771,-130.6888,128.3571,130.6411,84.91902,-105.6056,92.11287,-98.62709,{1733.869|1801.699};{1733.35|1801.744};{1715.819|1814.377};{1710.834|1823.043};{1710.566|1823.512};{1708.939|1826.81};{1709.042|1827.362};{1715.015|1838.109};{1715.703|1838.638};{1723.745|1842.215};{1724.755|1842.44};{1730.927|1841.632};{1739.196|1838.939};{1749.188|1829.829};{1754.008|1824.737};{1755.477|1821.4};{1755.274|1820.511};{1749.404|1809.609};{1739.021|1802.015};{1737.901|1801.666};
7,1,0,128,0,-129.6771,-130.6888,128.3571,130.6411,88.13696,-102.8507,95.23653,-95.74921,{1756.696|1779.531};{1756.185|1779.63};{1740.13|1794.05};{1736.117|1803.195};{1735.902|1803.689};{1734.644|1807.141};{1734.806|1807.679};{1741.914|1817.73};{1742.656|1818.183};{1751.041|1820.886};{1752.069|1821.003};{1758.117|1819.544};{1766.046|1815.989};{1774.988|1805.871};{1779.226|1800.297};{1780.323|1796.824};{1780.024|1795.961};{1773.002|1785.745};{1761.853|1779.298};{1760.7|1779.069};
7,2,0,128,0,-129.6771,-130.6888,128.3571,130.6411,81.36754,-107.9504,88.56731,-101.195,{1688.851|1831.766};{1682.831|1839.766};{1682.508|1840.199};{1680.485|1843.276};{1680.518|1843.837};{1685.117|1855.224};{1685.734|1855.832};{1693.274|1860.353};{1694.248|1860.698};{1700.474|1860.64};{1709.015|1858.964};{1720.059|1851.127};{1725.473|1846.655};{1727.343|1843.52};{1727.252|1842.613};{1722.775|1831.085};{1713.409|1822.296};{1712.34|1821.814};{1708.334|1821.361};{1707.814|1821.343};
8,0,0,128,64,-129.6771,-130.6888,128.3571,130.6411,93.60422,-97.67931,100.7088,-90.58109,{1800.196|1739.015};{1799.685|1739.112};{1783.572|1753.469};{1779.522|1762.597};{1779.305|1763.091};{1778.032|1766.537};{1778.192|1767.076};{1785.259|1777.156};{1785.999|1777.612};{1794.373|1780.348};{1795.401|1780.469};{1801.455|1779.034};{1809.398|1775.51};{1818.381|1765.428};{1822.642|1759.871};{1823.753|1756.402};{1823.458|1755.538};{1816.477|1745.295};{1805.354|1738.803};{1804.203|1738.57};
8,1,0,128,64,-129.6771,-130.6888,128.3571,130.6411,99.06052,-90.85616,105.6501,-83.77011,{1839.932|1684.883};{1836.157|1686.28};{1835.685|1686.497};{1823.605|1704.301};{1821.933|1714.13};{1821.845|1714.661};{1821.461|1718.31};{1821.75|1718.794};{1831.093|1726.866};{1831.924|1727.13};{1840.721|1727.767};{1841.748|1727.636};{1847.264|1724.787};{1854.097|1719.456};{1860.318|1707.515};{1863.077|1701.1};{1863.297|1697.468};{1862.798|1696.701};{1853.497|1688.448};{1841.106|1684.832};
8,2,0,128,64,-129.6771,-130.6888,128.3571,130.6411,96.63472,-94.27069,103.4672,-87.12918,{1819.843|1712.411};{1819.353|1712.584};{1805.653|1729.206};{1803.066|1738.839};{1802.928|1739.36};{1802.204|1742.958};{1802.446|1743.466};{1810.991|1752.359};{1811.793|1752.698};{1820.493|1754.137};{1821.528|1754.1};{1827.288|1751.768};{1834.591|1747.086};{1841.907|1735.765};{1845.256|1729.63};{1845.816|1726.034};{1845.391|1725.225};{1836.905|1716.156};{1824.907|1711.422};{1823.733|1711.365};
9,0,0,128,128,-129.6771,-130.6888,128.3571,130.6411,3.972116,88.75366,9.785973,93.25809,{1075.437|293.0158};{1068.399|293.5472};{1065.031|295.0247};{1064.571|295.815};{1061.427|307.765};{1063.873|320.2921};{1064.459|321.2981};{1067.452|323.9658};{1067.865|324.2792};{1089.431|326.6826};{1099.039|323.6284};{1099.557|323.4617};{1103.015|322.1194};{1103.318|321.6439};{1106.28|309.7392};{1106.136|308.8897};{1102.662|300.8837};{1102.073|300.0438};{1096.973|296.5173};{1089.037|292.9785};
9,1,0,128,128,-129.6771,-130.6888,128.3571,130.6411,10.6131,88.61145,17.67738,94.60843,{1128.741|291.3177};{1121.253|294.8919};{1118.802|297.1287};{1118.621|298.0236};{1120.51|309.4784};{1120.746|310.7611};{1126.07|321.2742};{1126.932|322.0588};{1128.859|322.9187};{1129.827|323.2151};{1134.192|323.006};{1152.895|318.8063};{1160.985|312.9037};{1161.431|312.5749};{1163.45|310.9187};{1163.585|310.3716};{1162.207|300.4487};{1161.798|298.7935};{1161.394|298.0277};{1156.861|290.3791};{1156.076|289.7296};{1150.221|287.8953};{1141.321|287.2467};
9,2,0,128,128,-129.6771,-130.6888,128.3571,130.6411,7.566761,88.58337,13.72643,93.55489,{1103.044|293.8617};{1096.153|295.3717};{1093.031|297.3051};{1092.689|298.1518};{1091.29|310.421};{1095.508|322.4799};{1096.233|323.3938};{1099.578|325.6162};{1100.031|325.8689};{1121.725|325.2328};{1130.798|320.8661};{1131.287|320.6287};{1134.518|318.8165};{1134.749|318.3034};{1135.975|306.1046};{1135.71|305.2838};{1131.123|297.8441};{1130.419|297.095};{1124.865|294.317};{1116.502|291.9234};
10,0,0,128,192,-129.6771,-130.6888,128.3571,130.6411,30.42285,66.41225,38.05414,73.01783,{1298.112|459.1819};{1279.204|469.9541};{1277.603|472.6596};{1277.583|473.5732};{1281.742|485.7555};{1289.043|495.2938};{1289.981|495.9146};{1291.65|496.3604};{1292.595|496.4795};{1296.266|496.2849};{1315.124|488.425};{1322.216|480.8095};{1322.728|478.5825};{1322.763|478.02};{1321.854|468.9298};{1317.817|464.1453};{1313.68|459.6315};{1312.878|459.1389};{1307.098|458.3676};
10,1,0,128,192,-129.6771,-130.6888,128.3571,130.6411,26.83608,65.10545,34.20662,71.12518,{1259.432|475.7055};{1250.952|479.2379};{1248.922|481.5534};{1248.761|482.4515};{1250.997|495.1573};{1256.727|505.6412};{1257.562|506.4109};{1259.168|507.2057};{1260.088|507.4842};{1263.65|507.4626};{1264.667|507.2504};{1283.583|502.8618};{1291.793|496.4975};{1292.721|494.6821};{1292.843|494.1328};{1293.212|484.4629};{1289.999|479.2692};{1286.642|474.3186};{1285.919|473.6873};{1280.302|471.9558};{1271.294|471.4006};
11,0,0,192,0,-129.6771,-130.6888,128.3571,130.6411,38.5826,-17.44592,43.87271,-11.08014,{1359.078|1112.713};{1350.54|1114.903};{1349.611|1115.353};{1345.315|1119.802};{1340.581|1127.018};{1338.579|1140.301};{1338.055|1147.251};{1339.029|1150.76};{1339.752|1151.328};{1351.246|1156.19};{1364.156|1155.681};{1365.252|1155.259};{1368.372|1152.738};{1368.747|1152.382};{1374.389|1131.689};{1372.772|1121.851};{1372.682|1121.32};{1371.857|1117.744};{1371.426|1117.377};{1359.95|1112.699};
11,1,0,192,0,-129.6771,-130.6888,128.3571,130.6411,38.07937,-13.9944,44.0394,-7.191393,{1347.375|1085.03};{1346.62|1085.461};{1340.244|1091.48};{1339.654|1092.319};{1338.096|1098.271};{1337.521|1106.85};{1342.323|1119.414};{1345.294|1125.736};{1347.876|1128.333};{1348.787|1128.481};{1361.224|1127.2};{1372.249|1120.547};{1372.998|1119.653};{1374.479|1115.95};{1374.632|1115.459};{1369.352|1094.672};{1363.088|1086.858};{1362.748|1086.437};{1360.263|1083.71};{1359.706|1083.597};
11,2,0,192,0,-129.6771,-130.6888,128.3571,130.6411,35.30512,-10.88295,42.32971,-3.731859,{1332.933|1057.813};{1322.1|1063.802};{1321.57|1064.486};{1318.017|1072.458};{1317.797|1073.457};{1318.669|1079.543};{1321.467|1087.685};{1330.78|1097.473};{1335.977|1102.188};{1339.37|1103.609};{1340.269|1103.401};{1351.259|1097.512};{1358.86|1087.195};{1359.204|1086.086};{1359.135|1082.105};{1359.086|1081.594};{1346.142|1064.392};{1337.323|1059.545};{1336.845|1059.285};{1333.492|1057.706};
12,0,0,192,64,-129.6771,-130.6888,128.3571,130.6411,9.233276,-76.55663,16.78718,-69.99591,{1121.615|1583.343};{1113.679|1589.944};{1112.895|1590.77};{1110.388|1593.677};{1110.352|1594.222};{1111.423|1606.866};{1111.938|1607.564};{1122.281|1613.122};{1123.878|1613.782};{1124.801|1613.974};{1136.248|1613.778};{1148.2|1608.078};{1151.413|1605.875};{1154.173|1602.945};{1154.198|1602.055};{1153.883|1589.023};{1151.217|1584.569};{1145.496|1578.094};{1141.793|1576.791};{1141.339|1576.659};
12,1,0,192,64,-129.6771,-130.6888,128.3571,130.6411,13.17082,-75.30775,20.60824,-68.72777,{1151.518|1573.986};{1144.339|1580.463};{1143.558|1581.312};{1140.673|1584.474};{1140.636|1585.026};{1142.42|1597.437};{1142.948|1598.126};{1153.136|1603.595};{1154.977|1604.115};{1155.943|1604.27};{1166.956|1604.036};{1179.039|1597.973};{1183.231|1595.227};{1185.846|1592.279};{1185.872|1591.38};{1184.638|1578.656};{1181.545|1574.413};{1175.881|1567.968};{1172.078|1566.775};{1171.599|1566.664};
12,2,0,192,64,-129.6771,-130.6888,128.3571,130.6411,16.9663,-73.66053,24.13475,-66.35598,{1192.752|1549.525};{1192.249|1549.61};{1176.039|1563.868};{1172.379|1571.817};{1170.102|1577.227};{1170.262|1577.763};{1176.932|1588.233};{1177.673|1588.689};{1186.707|1590.772};{1187.754|1590.878};{1193.844|1589.454};{1201.634|1586.164};{1210.726|1576.094};{1214.459|1571.151};{1215.697|1567.58};{1215.402|1566.721};{1208.952|1555.949};{1196.765|1549.235};
13,0,0,192,128,-129.6771,-130.6888,128.3571,130.6411,-117.9483,-0.05118918,-113.5984,5.88948,{98.99571|980.4557};{97.99336|981.0481};{96.72446|982.7432};{95.06873|985.0907};{93.22758|1006.276};{96.7663|1016.209};{98.22008|1019.046};{98.70978|1019.335};{110.8433|1021.475};{111.6993|1021.316};{119.7092|1018.587};{120.5434|1018.013};{123.9736|1012.958};{127.3384|1004.856};{126.9274|991.5928};{126.1963|983.9725};{124.608|980.8517};{123.7953|980.4154};{111.6109|978.271};
13,1,0,192,128,-129.6771,-130.6888,128.3571,130.6411,-117.8611,7.959583,-113.4768,14.30379,{99.74059|916.5721};{98.74145|917.1151};{97.4864|918.3658};{96.93379|919.1415};{95.81136|922.5245};{94.07122|942.6326};{97.65305|952.3075};{99.14062|953.7156};{99.63153|954.0009};{108.7747|957.4016};{114.787|955.9883};{120.6089|954.3654};{121.4393|953.8853};{124.844|949.1608};{128.1794|940.8804};{127.703|928.4304};{126.9649|919.3505};{125.3564|916.7359};{124.5419|916.3054};{111.6187|914.4508};
13,2,0,192,128,-129.6771,-130.6888,128.3571,130.6411,-117.7283,4.003944,-113.3784,10.36933,{100.7419|947.51};{99.7395|948.0452};{98.47059|949.2594};{97.91361|950.0274};{96.81487|953.5271};{96.69926|954.4111};{94.97372|973.5237};{98.51244|983.1786};{99.96622|984.4936};{100.4559|984.78};{109.6372|988.3818};{115.6407|986.9422};{121.4554|985.2953};{122.2896|984.8254};{125.7197|980.1432};{129.0845|971.8763};{128.6735|959.4997};{127.9424|950.3335};{126.3541|947.7513};{125.5414|947.319};{112.6224|945.4123};
14,0,0,192,192,-129.6771,-130.6888,128.3571,130.6411,-89.56984,41.08841,-83.29381,48.00467,{333.9307|649.7341};{333.1888|650.1683};{328.2615|656.775};{327.7164|657.6323};{326.8896|659.0162};{326.0544|661.0794};{325.7835|662.0522};{325.2475|672.0414};{331.8264|690.5018};{334.6023|693.1965};{335.4941|693.3412};{348.8191|692.4874};{353.5859|689.4437};{360.4933|684.9319};{362.0947|681.2853};{362.2656|680.8013};{357.0699|659.9843};{350.6973|651.7988};{347.4187|648.723};{346.8739|648.6119};
14,1,0,192,192,-129.6771,-130.6888,128.3571,130.6411,-92.57366,39.87709,-86.79708,46.84903,{312.0399|661.4432};{300.6708|667.1087};{299.8892|667.9628};{299.1914|669.931};{298.2444|672.7412};{302.7819|693.5018};{309.1102|701.9767};{311.3846|704.2053};{311.9384|704.3402};{324.2115|702.8279};{324.9824|702.4295};{331.759|697.6138};{332.384|696.8285};{334.1583|691.014};{334.9861|682.2793};{330.6457|669.7395};{327.7404|662.5875};{325.2831|660.0824};{324.3769|659.8997};
14,2,0,192,192,-129.6771,-130.6888,128.3571,130.6411,-86.65659,42.13332,-79.8127,49.24405,{357.6949|644.9894};{357.0232|645.4727};{352.2486|654.3368};{351.4389|656.6378};{351.2534|657.6437};{352.4652|666.9591};{359.9031|685.5491};{363.0677|687.8403};{363.9428|687.9218};{377.6457|685.2994};{382.3108|681.6038};{388.3228|676.8149};{389.5118|673.0674};{389.6432|672.5605};{382.42|652.3289};{375.4906|644.5961};{371.3098|642.4069};{370.7734|642.3341};
15,0,64,0,0,-129.6771,-130.6888,128.3571,130.6411,9.599915,-118.7614,15.49677,-114.3913,{1112.905|1922.865};{1112.386|1923.048};{1109.381|1924.494};{1109.09|1924.979};{1106.851|1936.968};{1107.017|1937.812};{1110.044|1945.71};{1110.636|1946.532};{1115.792|1949.9};{1123.971|1953.192};{1137.452|1952.737};{1144.999|1951.988};{1148.196|1950.408};{1148.635|1949.604};{1150.922|1937.565};{1148.516|1925.117};{1147.909|1924.13};{1144.381|1921.557};{1143.952|1921.256};{1122.433|1919.517};
15,1,64,0,0,-129.6771,-130.6888,128.3571,130.6411,5.165574,-118.7625,10.88235,-114.391,{1077.283|1922.869};{1076.771|1923.052};{1073.357|1924.5};{1073.069|1924.984};{1070.485|1936.975};{1070.657|1937.819};{1074.382|1945.714};{1074.998|1946.536};{1080.206|1949.903};{1088.25|1953.195};{1101.843|1952.738};{1108.861|1951.99};{1112.18|1950.409};{1112.615|1949.605};{1115.379|1937.564};{1112.538|1925.118};{1111.92|1924.131};{1108.844|1921.557};{1108.422|1921.256};{1086.79|1919.52};
15,2,64,0,0,-129.6771,-130.6888,128.3571,130.6411,13.81239,-118.8101,20.20052,-114.3102,{1147.791|1922.386};{1145.891|1923.591};{1145.583|1924.065};{1142.573|1933.347};{1143.589|1939.221};{1144.836|1944.921};{1145.324|1945.772};{1150.111|1949.352};{1158.367|1952.918};{1171.281|1953.019};{1180.111|1952.403};{1182.972|1950.985};{1183.439|1950.198};{1185.723|1937.492};{1184.065|1925.743};{1183.532|1924.729};{1182.172|1923.38};{1181.383|1922.797};{1178.53|1921.844};{1177.068|1921.498};{1157.825|1919.239};
