area,subarea,colorr,colorg,colorb,bmp_minx,bmp_minz,bmp_maxx,bmp_maxz,minx,minz,maxx,maxz,convex
int,int,int,int,int,float,float,float,float,float,float,float,float,string
0,10,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-9.2553,-126.2757,9.7553,-119.4043,{964.5363|1830.376};{1084.871|1836.029};{1086.676|1797.44};{966.3415|1791.787};
0,11,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-30.8375,-127.066,-18.3825,-119.374,{825.8746|1802.927};{831.6827|1841.117};{905.8957|1829.782};{900.0875|1791.592};
0,12,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-19.87612,-125.8484,-7.96388,-119.3916,{896.2994|1830.306};{971.3109|1833.278};{972.8335|1794.677};{897.8221|1791.705};
0,13,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-97.44395,-127.42,-29.11605,-121.42,{397.9399|1843.396};{836.9346|1843.396};{836.9346|1804.765};{397.9399|1804.765};
0,14,0,0,64,-159.3818,-159.0427,159.3818,159.0427,0.7163067,-125.28,21.58369,-119.28,{1028.602|1829.618};{1162.671|1829.618};{1162.671|1790.987};{1028.602|1790.987};
0,15,0,0,64,-159.3818,-159.0427,159.3818,159.0427,17.95512,-125.1174,32.40488,-116.5826,{1139.358|1790.688};{1146.908|1828.571};{1232.196|1811.503};{1224.646|1773.62};
0,16,0,0,64,-159.3818,-159.0427,159.3818,159.0427,30.34417,-126.0066,58.07583,-116.3534,{1218.956|1810.413};{1391.863|1834.296};{1397.127|1796.027};{1224.219|1772.144};
0,17,0,0,64,-159.3818,-159.0427,159.3818,159.0427,47.43496,-126.1081,75.24504,-113.6719,{1328.761|1797.482};{1338.15|1834.95};{1507.436|1792.346};{1498.047|1754.879};
0,18,0,0,64,-159.3818,-159.0427,159.3818,159.0427,63.41458,-122.4486,90.90543,-106.9914,{1431.427|1775.395};{1445.428|1811.388};{1608.051|1747.859};{1594.05|1711.866};
0,19,0,0,64,-159.3818,-159.0427,159.3818,159.0427,83.40271,-114.4034,107.7973,-91.99655,{1559.848|1730.519};{1585.236|1759.589};{1716.578|1644.392};{1691.19|1615.322};
0,20,0,0,64,-159.3818,-159.0427,159.3818,159.0427,95.66676,-104.3131,116.9332,-79.08685,{1638.642|1671.16};{1669.266|1694.622};{1775.275|1555.665};{1744.651|1532.202};
0,21,0,0,64,-159.3818,-159.0427,159.3818,159.0427,117.2888,-60.60592,124.0512,-32.97408,{1777.56|1236.38};{1782.473|1413.213};{1821.007|1412.137};{1816.094|1235.304};
0,22,0,0,64,-159.3818,-159.0427,159.3818,159.0427,109.478,-85.72919,124.422,-58.15082,{1727.376|1561.734};{1763.593|1574.969};{1823.389|1410.64};{1787.173|1397.405};
0,23,0,0,64,-159.3818,-159.0427,159.3818,159.0427,116.7576,-66.44663,123.7624,-55.81337,{1774.147|1446.841};{1812.491|1450.818};{1819.151|1386.333};{1780.807|1382.356};
0,24,0,0,64,-159.3818,-159.0427,159.3818,159.0427,115.7352,-35.64805,122.2648,-29.85195,{1767.578|1237.673};{1778.173|1252.521};{1809.53|1230.05};{1798.935|1215.202};
0,25,0,0,64,-159.3818,-159.0427,159.3818,159.0427,115.5549,-33.80957,123.4651,-26.11043,{1766.42|1219.707};{1798.791|1240.684};{1817.241|1212.089};{1784.87|1191.113};
0,26,0,0,64,-159.3818,-159.0427,159.3818,159.0427,115.5913,-33.35052,121.7887,-30.06947,{1766.654|1219.527};{1768.032|1237.728};{1806.471|1234.804};{1805.092|1216.603};
0,27,0,0,64,-159.3818,-159.0427,159.3818,159.0427,118.28,-30.02507,124.28,19.02507,{1783.928|1216.317};{1822.477|1216.317};{1822.477|900.5067};{1783.928|900.5067};
0,28,0,0,64,-159.3818,-159.0427,159.3818,159.0427,116.8335,11.85426,126.4665,22.02575,{1774.635|903.4012};{1804.987|946.6761};{1836.525|924.4617};{1806.172|881.1868};
0,29,0,0,64,-159.3818,-159.0427,159.3818,159.0427,116.8073,17.58818,125.8327,27.01182,{1774.466|888.7814};{1806.837|909.7581};{1832.453|870.0605};{1800.082|849.0839};
0,30,0,0,64,-159.3818,-159.0427,159.3818,159.0427,117.387,19.2239,127.133,44.5761,{1778.191|893.2606};{1816.277|899.2266};{1840.807|741.9617};{1802.72|735.9958};
0,31,0,0,64,-159.3818,-159.0427,159.3818,159.0427,127.7674,110.3527,144.8926,127.7073,{1844.883|285.536};{1872.496|312.492};{1954.909|227.7097};{1927.296|200.7538};
0,32,0,0,64,-159.3818,-159.0427,159.3818,159.0427,124.1116,105.8252,132.8884,114.7748,{1821.395|319.3632};{1852.888|341.6421};{1877.784|306.299};{1846.292|284.0202};
0,33,0,0,64,-159.3818,-159.0427,159.3818,159.0427,122.5159,102.9402,129.8041,109.4398,{1811.143|344.795};{1846.486|360.2175};{1857.969|333.7919};{1822.625|318.3694};
0,34,0,0,64,-159.3818,-159.0427,159.3818,159.0427,121.7,34.34365,127.7,102.3563,{1805.901|801.8777};{1844.45|801.8777};{1844.45|363.9765};{1805.901|363.9765};
0,35,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-122.8667,-20.82824,-116.8133,-18.43176,{234.6032|1142.622};{234.9582|1157.103};{273.4954|1156.154};{273.1404|1141.673};
0,36,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-128.3809,-105.5435,-121.6191,-99.97655,{199.1755|1694.963};{236.9748|1702.544};{242.6189|1674.282};{204.8195|1666.701};
0,37,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-2.621699,119.2208,4.701699,125.7992,{1007.156|229.2557};{1019.22|255.3944};{1054.208|239.1779};{1042.144|213.0392};
0,38,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-65.74948,116.4208,-51.97052,128.4792,{601.5712|241.5316};{623.3277|273.422};{690.0986|227.6747};{668.3422|195.7843};
0,39,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-74.94247,116.3867,-62.23751,122.6333,{542.5079|272.0467};{623.3765|273.6417};{624.135|235.018};{543.2665|233.423};
0,40,0,0,64,-159.3818,-159.0427,159.3818,159.0427,122.5751,120.6751,144.8249,142.9249,{1811.523|130.0915};{1927.216|246.0307};{1954.474|218.7144};{1838.782|102.7752};
0,41,0,0,64,-159.3818,-159.0427,159.3818,159.0427,109.6957,127.1557,127.1243,144.5843,{1728.775|176.9892};{1756.034|204.3055};{1840.751|119.4072};{1813.493|92.09093};
0,42,0,0,64,-159.3818,-159.0427,159.3818,159.0427,104.9337,123.4918,113.9263,132.2882,{1698.18|196.1639};{1720.167|227.8953};{1755.956|202.9912};{1733.969|171.2598};
0,43,0,0,64,-159.3818,-159.0427,159.3818,159.0427,100.1148,121.5955,108.3452,129.3045,{1667.22|203.1342};{1678.4|240.1049};{1720.099|227.4409};{1708.918|190.4702};
0,44,0,0,64,-159.3818,-159.0427,159.3818,159.0427,95.10916,121.52,101.8908,127.52,{1635.059|240.591};{1678.63|240.591};{1678.63|201.9598};{1635.059|201.9598};
0,45,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-9.7553,119.4043,9.2553,126.2757,{961.3239|248.5599};{1081.658|254.2131};{1083.464|215.6244};{963.1291|209.9711};
0,46,0,0,64,-159.3818,-159.0427,159.3818,159.0427,18.3825,119.374,30.8375,127.066,{1142.104|216.2179};{1147.912|254.408};{1222.125|243.073};{1216.317|204.8829};
0,47,0,0,64,-159.3818,-159.0427,159.3818,159.0427,7.96388,119.3916,19.87612,125.8484,{1075.167|251.3233};{1150.178|254.2948};{1151.701|215.6938};{1076.689|212.7223};
0,48,0,0,64,-159.3818,-159.0427,159.3818,159.0427,29.11605,121.42,97.44395,127.42,{1211.065|241.2348};{1650.06|241.2348};{1650.06|202.6037};{1211.065|202.6037};
0,49,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-21.58369,119.28,-0.7163067,125.28,{885.3286|255.0132};{1019.398|255.0132};{1019.398|216.3821};{885.3286|216.3821};
0,50,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-32.40488,116.5826,-17.95512,125.1174,{815.8044|234.4973};{823.3535|272.3804};{908.6415|255.3122};{901.0924|217.4291};
0,51,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-58.07583,116.3534,-30.34417,126.0066,{650.8731|249.973};{823.7805|273.8564};{829.0441|235.5871};{656.1367|211.7037};
0,52,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-75.24504,113.6719,-47.43496,126.1081,{540.564|253.6535};{549.9532|291.1212};{719.2388|248.5179};{709.8495|211.0502};
0,53,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-90.90543,106.9914,-63.41458,122.4486,{439.9488|298.1408};{453.9497|334.1339};{616.5726|270.6049};{602.5716|234.6119};
0,54,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-107.7973,91.99655,-83.40271,114.4034,{331.4216|401.6084};{356.8097|430.6783};{488.1524|315.4809};{462.7643|286.411};
0,55,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-116.9332,79.08685,-95.66676,104.3131,{272.7247|490.3349};{303.3492|513.7977};{409.358|374.8404};{378.7336|351.3776};
0,56,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-124.0512,32.97408,-117.2888,60.60592,{226.9931|633.8627};{231.9063|810.6957};{270.4403|809.6205};{265.5271|632.7875};
0,57,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-124.422,58.15082,-109.478,85.72919,{224.6106|635.36};{260.8267|648.5947};{320.6235|484.2656};{284.4074|471.0309};
0,58,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-123.7624,55.81337,-116.7576,66.44663,{228.8487|659.6672};{267.1927|663.6444};{273.853|599.1592};{235.5089|595.1819};
0,59,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-122.2648,29.85195,-115.7352,35.64805,{238.4704|815.9498};{249.0652|830.7975};{280.4219|808.327};{269.8271|793.4793};
0,60,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-123.4651,26.11043,-115.5549,33.80957,{230.7587|833.9108};{263.1295|854.8875};{281.5802|826.2931};{249.2094|805.3164};
0,61,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-121.7887,30.06947,-115.5913,33.35052,{241.5293|811.1961};{242.908|829.3971};{281.3464|826.4729};{279.9676|808.272};
0,62,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-124.28,-19.02507,-118.28,30.02507,{225.5231|1145.493};{264.072|1145.493};{264.072|829.683};{225.5231|829.683};
0,63,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-126.4665,-22.02575,-116.8335,-11.85426,{211.4753|1121.538};{241.8275|1164.813};{273.3653|1142.599};{243.0132|1099.324};
0,64,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-125.8327,-27.01182,-116.8073,-17.58818,{215.5475|1175.939};{247.9183|1196.916};{273.5336|1157.219};{241.1628|1136.242};
0,65,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-127.133,-44.5761,-117.387,-19.2239,{207.1932|1304.038};{245.2797|1310.004};{269.8092|1152.739};{231.7227|1146.773};
0,66,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-144.8926,-127.7073,-127.7674,-110.3527,{93.09091|1818.29};{120.704|1845.246};{203.1169|1760.464};{175.5038|1733.508};
0,67,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-132.8884,-114.7748,-124.1116,-105.8252,{170.2157|1739.701};{201.7084|1761.98};{226.6048|1726.637};{195.1122|1704.358};
0,68,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-129.8041,-109.4398,-122.5159,-102.9402,{190.0316|1712.208};{225.3752|1727.631};{236.8572|1701.205};{201.5135|1685.782};
0,69,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-127.7,-102.3563,-121.7,-34.34365,{203.5502|1682.023};{242.0991|1682.023};{242.0991|1244.122};{203.5502|1244.122};
0,70,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-122.8667,-20.82824,-116.8133,-18.43176,{234.6032|1142.622};{234.9582|1157.103};{273.4954|1156.154};{273.1404|1141.673};
0,71,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-128.3809,-105.5435,-121.6191,-99.97655,{199.1755|1694.963};{236.9748|1702.544};{242.6189|1674.282};{204.8195|1666.701};
0,72,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-2.621699,119.2208,4.701699,125.7992,{1007.156|229.2557};{1019.22|255.3944};{1054.208|239.1779};{1042.144|213.0392};
0,73,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-65.74948,116.4208,-51.97052,128.4792,{601.5712|241.5316};{623.3277|273.422};{690.0986|227.6747};{668.3422|195.7843};
0,74,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-74.94247,116.3867,-62.23751,122.6333,{542.5079|272.0467};{623.3765|273.6417};{624.135|235.018};{543.2665|233.423};
0,75,0,0,64,-159.3818,-159.0427,159.3818,159.0427,122.5751,120.6751,144.8249,142.9249,{1811.523|130.0915};{1927.216|246.0307};{1954.474|218.7144};{1838.782|102.7752};
0,76,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-144.8926,-127.7073,-127.7674,-110.3527,{93.09091|1818.29};{120.704|1845.246};{203.1169|1760.464};{175.5038|1733.508};
0,77,0,0,64,-159.3818,-159.0427,159.3818,159.0427,116.8133,18.43176,122.8667,20.82824,{1774.505|889.8458};{1774.86|904.3267};{1813.397|903.3779};{1813.042|888.897};
0,78,0,0,64,-159.3818,-159.0427,159.3818,159.0427,121.6191,99.97655,128.3809,105.5435,{1805.381|371.7179};{1843.18|379.2989};{1848.824|351.0373};{1811.025|343.4562};
0,79,0,0,64,-159.3818,-159.0427,159.3818,159.0427,127.7674,110.3527,144.8926,127.7073,{1844.883|285.536};{1872.496|312.492};{1954.909|227.7097};{1927.296|200.7538};
0,80,0,0,64,-159.3818,-159.0427,159.3818,159.0427,124.1116,105.8252,132.8884,114.7748,{1821.395|319.3632};{1852.888|341.6421};{1877.784|306.299};{1846.292|284.0202};
0,81,0,0,64,-159.3818,-159.0427,159.3818,159.0427,122.5159,102.9402,129.8041,109.4398,{1811.143|344.795};{1846.486|360.2175};{1857.969|333.7919};{1822.625|318.3694};
0,82,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-4.701699,-125.7992,2.621699,-119.2208,{993.7924|1806.822};{1005.856|1832.961};{1040.844|1816.744};{1028.78|1790.606};
0,83,0,0,64,-159.3818,-159.0427,159.3818,159.0427,51.97052,-128.4792,65.74948,-116.4208,{1357.901|1818.325};{1379.658|1850.216};{1446.429|1804.469};{1424.672|1772.578};
0,84,0,0,64,-159.3818,-159.0427,159.3818,159.0427,62.23751,-122.6333,74.94247,-116.3867,{1423.865|1810.982};{1504.734|1812.577};{1505.492|1773.953};{1424.624|1772.358};
0,85,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-144.8249,-142.9249,-122.5751,-120.6751,{93.52589|1827.286};{209.2184|1943.225};{236.4766|1915.908};{120.7841|1799.969};
0,86,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-127.1243,-144.5843,-109.6957,-127.1557,{207.2489|1926.593};{234.507|1953.909};{319.2246|1869.011};{291.9665|1841.695};
0,87,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-113.9263,-132.2882,-104.9337,-123.4918,{292.0438|1843.009};{314.0305|1874.74};{349.8195|1849.836};{327.8328|1818.105};
0,88,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-108.3452,-129.3045,-100.1148,-121.5955,{327.9014|1818.559};{339.0819|1855.53};{380.78|1842.866};{369.5996|1805.895};
0,89,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-101.8908,-127.52,-95.10916,-121.52,{369.3694|1844.04};{412.9405|1844.04};{412.9405|1805.409};{369.3694|1805.409};
0,90,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-9.2553,-126.2757,9.7553,-119.4043,{964.5363|1830.376};{1084.871|1836.029};{1086.676|1797.44};{966.3415|1791.787};
0,91,0,0,64,-159.3818,-159.0427,159.3818,159.0427,0.7163067,-125.28,21.58369,-119.28,{1028.602|1829.618};{1162.671|1829.618};{1162.671|1790.987};{1028.602|1790.987};
0,92,0,0,64,-159.3818,-159.0427,159.3818,159.0427,17.95512,-125.1174,32.40488,-116.5826,{1139.358|1790.688};{1146.908|1828.571};{1232.196|1811.503};{1224.646|1773.62};
0,93,0,0,64,-159.3818,-159.0427,159.3818,159.0427,30.34417,-126.0066,58.07583,-116.3534,{1218.956|1810.413};{1391.863|1834.296};{1397.127|1796.027};{1224.219|1772.144};
0,94,0,0,64,-159.3818,-159.0427,159.3818,159.0427,47.43496,-126.1081,75.24504,-113.6719,{1328.761|1797.482};{1338.15|1834.95};{1507.436|1792.346};{1498.047|1754.879};
0,95,0,0,64,-159.3818,-159.0427,159.3818,159.0427,63.41458,-122.4486,90.90543,-106.9914,{1431.427|1775.395};{1445.428|1811.388};{1608.051|1747.859};{1594.05|1711.866};
0,96,0,0,64,-159.3818,-159.0427,159.3818,159.0427,83.40271,-114.4034,107.7973,-91.99655,{1559.848|1730.519};{1585.236|1759.589};{1716.578|1644.392};{1691.19|1615.322};
0,97,0,0,64,-159.3818,-159.0427,159.3818,159.0427,95.66676,-104.3131,116.9332,-79.08685,{1638.642|1671.16};{1669.266|1694.622};{1775.275|1555.665};{1744.651|1532.202};
0,98,0,0,64,-159.3818,-159.0427,159.3818,159.0427,117.2888,-60.60592,124.0512,-32.97408,{1777.56|1236.38};{1782.473|1413.213};{1821.007|1412.137};{1816.094|1235.304};
0,99,0,0,64,-159.3818,-159.0427,159.3818,159.0427,115.7352,-35.64805,122.2648,-29.85195,{1767.578|1237.673};{1778.173|1252.521};{1809.53|1230.05};{1798.935|1215.202};
0,100,0,0,64,-159.3818,-159.0427,159.3818,159.0427,115.5549,-33.80957,123.4651,-26.11043,{1766.42|1219.707};{1798.791|1240.684};{1817.241|1212.089};{1784.87|1191.113};
0,101,0,0,64,-159.3818,-159.0427,159.3818,159.0427,118.28,-30.02507,124.28,19.02507,{1783.928|1216.317};{1822.477|1216.317};{1822.477|900.5067};{1783.928|900.5067};
0,102,0,0,64,-159.3818,-159.0427,159.3818,159.0427,116.8335,11.85426,126.4665,22.02575,{1774.635|903.4012};{1804.987|946.6761};{1836.525|924.4617};{1806.172|881.1868};
0,103,0,0,64,-159.3818,-159.0427,159.3818,159.0427,116.8073,17.58818,125.8327,27.01182,{1774.466|888.7814};{1806.837|909.7581};{1832.453|870.0605};{1800.082|849.0839};
0,104,0,0,64,-159.3818,-159.0427,159.3818,159.0427,117.387,19.2239,127.133,44.5761,{1778.191|893.2606};{1816.277|899.2266};{1840.807|741.9617};{1802.72|735.9958};
0,105,0,0,64,-159.3818,-159.0427,159.3818,159.0427,121.7,34.34365,127.7,102.3563,{1805.901|801.8777};{1844.45|801.8777};{1844.45|363.9765};{1805.901|363.9765};
0,106,0,0,64,-159.3818,-159.0427,159.3818,159.0427,115.5913,-33.35052,121.7887,-30.06947,{1766.654|1219.527};{1768.032|1237.728};{1806.471|1234.804};{1805.092|1216.603};
0,107,0,0,64,-159.3818,-159.0427,159.3818,159.0427,109.478,-85.72919,124.422,-58.15082,{1727.376|1561.734};{1763.593|1574.969};{1823.389|1410.64};{1787.173|1397.405};
0,108,0,0,64,-159.3818,-159.0427,159.3818,159.0427,116.7576,-66.44663,123.7624,-55.81337,{1774.147|1446.841};{1812.491|1450.818};{1819.151|1386.333};{1780.807|1382.356};
0,109,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-30.8375,-127.066,-18.3825,-119.374,{825.8746|1802.927};{831.6827|1841.117};{905.8957|1829.782};{900.0875|1791.592};
0,110,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-97.44395,-127.42,-29.11605,-121.42,{397.9399|1843.396};{836.9346|1843.396};{836.9346|1804.765};{397.9399|1804.765};
0,111,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-19.87612,-125.8484,-7.96388,-119.3916,{896.2994|1830.306};{971.3109|1833.278};{972.8335|1794.677};{897.8221|1791.705};
0,112,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-132.8884,-114.7748,-124.1116,-105.8252,{170.2157|1739.701};{201.7084|1761.98};{226.6048|1726.637};{195.1122|1704.358};
0,113,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-129.8041,-109.4398,-122.5159,-102.9402,{190.0316|1712.208};{225.3752|1727.631};{236.8572|1701.205};{201.5135|1685.782};
0,114,0,0,64,-159.3818,-159.0427,159.3818,159.0427,109.6957,127.1557,127.1243,144.5843,{1728.775|176.9892};{1756.034|204.3055};{1840.751|119.4072};{1813.493|92.09093};
0,115,0,0,64,-159.3818,-159.0427,159.3818,159.0427,104.9337,123.4918,113.9263,132.2882,{1698.18|196.1639};{1720.167|227.8953};{1755.956|202.9912};{1733.969|171.2598};
0,116,0,0,64,-159.3818,-159.0427,159.3818,159.0427,100.1148,121.5955,108.3452,129.3045,{1667.22|203.1342};{1678.4|240.1049};{1720.099|227.4409};{1708.918|190.4702};
0,117,0,0,64,-159.3818,-159.0427,159.3818,159.0427,95.10916,121.52,101.8908,127.52,{1635.059|240.591};{1678.63|240.591};{1678.63|201.9598};{1635.059|201.9598};
0,118,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-9.7553,119.4043,9.2553,126.2757,{961.3239|248.5599};{1081.658|254.2131};{1083.464|215.6244};{963.1291|209.9711};
0,119,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-21.58369,119.28,-0.7163067,125.28,{885.3286|255.0132};{1019.398|255.0132};{1019.398|216.3821};{885.3286|216.3821};
0,120,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-32.40488,116.5826,-17.95512,125.1174,{815.8044|234.4973};{823.3535|272.3804};{908.6415|255.3122};{901.0924|217.4291};
0,121,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-58.07583,116.3534,-30.34417,126.0066,{650.8731|249.973};{823.7805|273.8564};{829.0441|235.5871};{656.1367|211.7037};
0,122,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-75.24504,113.6719,-47.43496,126.1081,{540.564|253.6535};{549.9532|291.1212};{719.2388|248.5179};{709.8495|211.0502};
0,123,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-90.90543,106.9914,-63.41458,122.4486,{439.9488|298.1408};{453.9497|334.1339};{616.5726|270.6049};{602.5716|234.6119};
0,124,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-107.7973,91.99655,-83.40271,114.4034,{331.4216|401.6084};{356.8097|430.6783};{488.1524|315.4809};{462.7643|286.411};
0,125,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-116.9332,79.08685,-95.66676,104.3131,{272.7247|490.3349};{303.3492|513.7977};{409.358|374.8404};{378.7336|351.3776};
0,126,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-124.0512,32.97408,-117.2888,60.60592,{226.9931|633.8627};{231.9063|810.6957};{270.4403|809.6205};{265.5271|632.7875};
0,127,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-122.2648,29.85195,-115.7352,35.64805,{238.4704|815.9498};{249.0652|830.7975};{280.4219|808.327};{269.8271|793.4793};
0,128,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-123.4651,26.11043,-115.5549,33.80957,{230.7587|833.9108};{263.1295|854.8875};{281.5802|826.2931};{249.2094|805.3164};
0,129,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-124.28,-19.02507,-118.28,30.02507,{225.5231|1145.493};{264.072|1145.493};{264.072|829.683};{225.5231|829.683};
0,130,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-126.4665,-22.02575,-116.8335,-11.85426,{211.4753|1121.538};{241.8275|1164.813};{273.3653|1142.599};{243.0132|1099.324};
0,131,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-125.8327,-27.01182,-116.8073,-17.58818,{215.5475|1175.939};{247.9183|1196.916};{273.5336|1157.219};{241.1628|1136.242};
0,132,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-127.133,-44.5761,-117.387,-19.2239,{207.1932|1304.038};{245.2797|1310.004};{269.8092|1152.739};{231.7227|1146.773};
0,133,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-127.7,-102.3563,-121.7,-34.34365,{203.5502|1682.023};{242.0991|1682.023};{242.0991|1244.122};{203.5502|1244.122};
0,134,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-121.7887,30.06947,-115.5913,33.35052,{241.5293|811.1961};{242.908|829.3971};{281.3464|826.4729};{279.9676|808.272};
0,135,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-124.422,58.15082,-109.478,85.72919,{224.6106|635.36};{260.8267|648.5947};{320.6235|484.2656};{284.4074|471.0309};
0,136,0,0,64,-159.3818,-159.0427,159.3818,159.0427,-123.7624,55.81337,-116.7576,66.44663,{228.8487|659.6672};{267.1927|663.6444};{273.853|599.1592};{235.5089|595.1819};
0,137,0,0,64,-159.3818,-159.0427,159.3818,159.0427,18.3825,119.374,30.8375,127.066,{1142.104|216.2179};{1147.912|254.408};{1222.125|243.073};{1216.317|204.8829};
0,138,0,0,64,-159.3818,-159.0427,159.3818,159.0427,29.11605,121.42,97.44395,127.42,{1211.065|241.2348};{1650.06|241.2348};{1650.06|202.6037};{1211.065|202.6037};
0,139,0,0,64,-159.3818,-159.0427,159.3818,159.0427,7.96388,119.3916,19.87612,125.8484,{1075.167|251.3233};{1150.178|254.2948};{1151.701|215.6938};{1076.689|212.7223};
